,Name,Year,Height,Hometown/HS,Team,mu,sigma
1144,Julia Hanson,So,6'0,"Fort Atkinson, Wis",Irvine Valley College,20.015154875,4.71051194048
1145,Kelsey Larsen,So,5'9,"Springfield, Mo",Irvine Valley College,21.1466897046,6.46761230257
1146,Keylee Hawkins,Jr,5'9,"Nixa, Mo",Irvine Valley College,25.0,8.33333333333
1147,Lynsey Wright,Sr,6'0,"Glen Carbon, Ill",Irvine Valley College,23.2494795865,4.06777275178
1148,Maddie Beck,Fr,5'9,"Hot Springs, Ark",Irvine Valley College,18.7684749492,7.47349824573
1149,Mikaela Mosquera,Jr,6'1,"West Chicago, Ill",Irvine Valley College,20.7888944658,4.12960186764
1150,Sam Brinkmann,Fr,5'8,"St Louis, Mo",Irvine Valley College,20.7888944658,4.12960186764
1151,Sarah Demmer,Sr,6'0,"Lee's Summit, Mo",Irvine Valley College,17.0628895678,4.12971147557
1152,Sydney Wright,So,5'8,"Glen Carbon, Ill",Irvine Valley College,25.0,8.33333333333
1153,Taylor Fricano,GS,6'4,"Palatine, Ill",Irvine Valley College,22.3668743271,4.0921708603
1154,Veronica Snelling,Fr,5'10,"Glen Ellyn, Ill",Irvine Valley College,22.3668743271,4.0921708603
1155,Angela Docena,Fr,5'2,Escondido HS,Mira Costa College,25.0,8.33333333333
1156,Bella  Gama,Fr,5'8,Ridgefield HS,Mira Costa College,25.0,8.33333333333
1157,Celin Macdonald,Fr,6'2,Maple Mountain HS,Mira Costa College,25.0,8.33333333333
1158,Chloe Tripp,So,6'0,McKinleyville HS,Mira Costa College,25.0,8.33333333333
1159,Claire Kinder,So,5'10,Arcata HS,Mira Costa College,25.0,8.33333333333
1160,Claudia Mathews,So,5'11,La Costa Canyon HS,Mira Costa College,25.0,8.33333333333
1161,Halie Hess,Fr,5'9,Roseville HS,Mira Costa College,25.0,8.33333333333
1162,Hayley Huntsman,So,5'11,Bonanza HS,Mira Costa College,25.0,8.33333333333
1163,Jazleigh Ortiz,So,5'8,Imperial HS,Mira Costa College,25.0,8.33333333333
1164,Kacy Hele,R-Fr,5'8,Granite Hills HS,Mira Costa College,25.0,8.33333333333
1165,Lana Salzar,So,5'7,Española Valley HS,Mira Costa College,25.0,8.33333333333
1166,Madison Merkow,Fr,5'8,Chaparral HS,Mira Costa College,25.0,8.33333333333
1167,Madison Anderson,Fr,6'1,Ralston Valley HS,Mira Costa College,25.0,8.33333333333
1168,Michelle Mason,Fr,5'6,Wood River HS,Mira Costa College,25.0,8.33333333333
1169,Reilly Bosworth,So,6'1,San Pasqual HS,Mira Costa College,25.0,8.33333333333
1170,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Mira Costa College,25.0,8.33333333333
1171,Violeti Faleumu,So,6'0,Vista HS,Mira Costa College,25.0,8.33333333333
1172,Angela Docena,Fr,5'2,Escondido HS,Victor Valley College,25.0,8.33333333333
1173,Bella  Gama,Fr,5'8,Ridgefield HS,Victor Valley College,25.0,8.33333333333
1174,Celin Macdonald,Fr,6'2,Maple Mountain HS,Victor Valley College,25.0,8.33333333333
1175,Chloe Tripp,So,6'0,McKinleyville HS,Victor Valley College,25.0,8.33333333333
1176,Claire Kinder,So,5'10,Arcata HS,Victor Valley College,25.0,8.33333333333
1177,Claudia Mathews,So,5'11,La Costa Canyon HS,Victor Valley College,25.0,8.33333333333
1178,Halie Hess,Fr,5'9,Roseville HS,Victor Valley College,25.0,8.33333333333
1179,Hayley Huntsman,So,5'11,Bonanza HS,Victor Valley College,25.0,8.33333333333
1180,Jazleigh Ortiz,So,5'8,Imperial HS,Victor Valley College,25.0,8.33333333333
1181,Kacy Hele,R-Fr,5'8,Granite Hills HS,Victor Valley College,25.0,8.33333333333
1182,Lana Salzar,So,5'7,Española Valley HS,Victor Valley College,25.0,8.33333333333
1183,Madison Merkow,Fr,5'8,Chaparral HS,Victor Valley College,25.0,8.33333333333
1184,Madison Anderson,Fr,6'1,Ralston Valley HS,Victor Valley College,25.0,8.33333333333
1185,Michelle Mason,Fr,5'6,Wood River HS,Victor Valley College,25.0,8.33333333333
1186,Reilly Bosworth,So,6'1,San Pasqual HS,Victor Valley College,25.0,8.33333333333
1187,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Victor Valley College,25.0,8.33333333333
1188,Violeti Faleumu,So,6'0,Vista HS,Victor Valley College,25.0,8.33333333333
1189,Angela Docena,Fr,5'2,Escondido HS,Cabrillo,25.0,8.33333333333
1190,Bella  Gama,Fr,5'8,Ridgefield HS,Cabrillo,25.0,8.33333333333
1191,Celin Macdonald,Fr,6'2,Maple Mountain HS,Cabrillo,25.0,8.33333333333
1192,Chloe Tripp,So,6'0,McKinleyville HS,Cabrillo,25.0,8.33333333333
1193,Claire Kinder,So,5'10,Arcata HS,Cabrillo,25.0,8.33333333333
1194,Claudia Mathews,So,5'11,La Costa Canyon HS,Cabrillo,25.0,8.33333333333
1195,Halie Hess,Fr,5'9,Roseville HS,Cabrillo,25.0,8.33333333333
1196,Hayley Huntsman,So,5'11,Bonanza HS,Cabrillo,25.0,8.33333333333
1197,Jazleigh Ortiz,So,5'8,Imperial HS,Cabrillo,25.0,8.33333333333
1198,Kacy Hele,R-Fr,5'8,Granite Hills HS,Cabrillo,25.0,8.33333333333
1199,Lana Salzar,So,5'7,Española Valley HS,Cabrillo,25.0,8.33333333333
1200,Madison Merkow,Fr,5'8,Chaparral HS,Cabrillo,25.0,8.33333333333
1201,Madison Anderson,Fr,6'1,Ralston Valley HS,Cabrillo,25.0,8.33333333333
1202,Michelle Mason,Fr,5'6,Wood River HS,Cabrillo,25.0,8.33333333333
1203,Reilly Bosworth,So,6'1,San Pasqual HS,Cabrillo,25.0,8.33333333333
1204,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Cabrillo,25.0,8.33333333333
1205,Violeti Faleumu,So,6'0,Vista HS,Cabrillo,25.0,8.33333333333
1206,Angela Docena,Fr,5'2,Escondido HS,Foothill College,25.0,8.33333333333
1207,Bella  Gama,Fr,5'8,Ridgefield HS,Foothill College,25.0,8.33333333333
1208,Celin Macdonald,Fr,6'2,Maple Mountain HS,Foothill College,25.0,8.33333333333
1209,Chloe Tripp,So,6'0,McKinleyville HS,Foothill College,25.0,8.33333333333
1210,Claire Kinder,So,5'10,Arcata HS,Foothill College,25.0,8.33333333333
1211,Claudia Mathews,So,5'11,La Costa Canyon HS,Foothill College,25.0,8.33333333333
1212,Halie Hess,Fr,5'9,Roseville HS,Foothill College,25.0,8.33333333333
1213,Hayley Huntsman,So,5'11,Bonanza HS,Foothill College,25.0,8.33333333333
1214,Jazleigh Ortiz,So,5'8,Imperial HS,Foothill College,25.0,8.33333333333
1215,Kacy Hele,R-Fr,5'8,Granite Hills HS,Foothill College,25.0,8.33333333333
1216,Lana Salzar,So,5'7,Española Valley HS,Foothill College,25.0,8.33333333333
1217,Madison Merkow,Fr,5'8,Chaparral HS,Foothill College,25.0,8.33333333333
1218,Madison Anderson,Fr,6'1,Ralston Valley HS,Foothill College,25.0,8.33333333333
1219,Michelle Mason,Fr,5'6,Wood River HS,Foothill College,25.0,8.33333333333
1220,Reilly Bosworth,So,6'1,San Pasqual HS,Foothill College,25.0,8.33333333333
1221,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Foothill College,25.0,8.33333333333
1222,Violeti Faleumu,So,6'0,Vista HS,Foothill College,25.0,8.33333333333
1223,Camille Finley,Fr,6'1,San Benito HS,Gavilan College,25.0,8.33333333333
1224,Christa Arroyo,So,5'5,Christopher HS,Gavilan College,25.0,8.33333333333
1225,Emily  Jensen,Fr,6'2,Utah State,Gavilan College,25.0,8.33333333333
1226,Evelyn  Clonts,Fr,6'1,Gilroy HS,Gavilan College,25.0,8.33333333333
1227,Greysen Gilroy,Fr,5'7,Monte Vista Christian HS,Gavilan College,25.0,8.33333333333
1228,Haley Leifheit,So,5'11,San Benito HS,Gavilan College,25.0,8.33333333333
1229,Jenna Clonts,So,5'11,Gilroy HS,Gavilan College,25.0,8.33333333333
1230,Kaitlyn Viray,Fr,5'9,Christopher HS,Gavilan College,25.0,8.33333333333
1231,Kaitlyn Siaz,Fr,5'7,North Salinas HS,Gavilan College,25.0,8.33333333333
1232,Karishma Brooks,So,5'9,Mountain House HS,Gavilan College,25.0,8.33333333333
1233,Katie Dizon,Fr,5'8,Anzar HS,Gavilan College,25.0,8.33333333333
1234,Lex Chavarria,Fr,5'10,San Benito HS,Gavilan College,25.0,8.33333333333
1235,Mikeila Banda,Fr,5'8,Notre Dame Salinas HS,Gavilan College,25.0,8.33333333333
1236,Sarah Weiby,Fr,5'11,Gilroy HS,Gavilan College,25.0,8.33333333333
1237,Sierra Gaeta,So,5'5,Notre Dame San Jose HS,Gavilan College,25.0,8.33333333333
1238,Camille Finley,Fr,6'1,San Benito HS,West Valley College,25.0,8.33333333333
1239,Christa Arroyo,So,5'5,Christopher HS,West Valley College,25.0,8.33333333333
1240,Emily  Jensen,Fr,6'2,Utah State,West Valley College,25.0,8.33333333333
1241,Evelyn  Clonts,Fr,6'1,Gilroy HS,West Valley College,25.0,8.33333333333
1242,Greysen Gilroy,Fr,5'7,Monte Vista Christian HS,West Valley College,25.0,8.33333333333
1243,Haley Leifheit,So,5'11,San Benito HS,West Valley College,25.0,8.33333333333
1244,Jenna Clonts,So,5'11,Gilroy HS,West Valley College,25.0,8.33333333333
1245,Kaitlyn Viray,Fr,5'9,Christopher HS,West Valley College,25.0,8.33333333333
1246,Kaitlyn Siaz,Fr,5'7,North Salinas HS,West Valley College,25.0,8.33333333333
1247,Karishma Brooks,So,5'9,Mountain House HS,West Valley College,25.0,8.33333333333
1248,Katie Dizon,Fr,5'8,Anzar HS,West Valley College,25.0,8.33333333333
1249,Lex Chavarria,Fr,5'10,San Benito HS,West Valley College,25.0,8.33333333333
1250,Mikeila Banda,Fr,5'8,Notre Dame Salinas HS,West Valley College,25.0,8.33333333333
1251,Sarah Weiby,Fr,5'11,Gilroy HS,West Valley College,25.0,8.33333333333
1252,Sierra Gaeta,So,5'5,Notre Dame San Jose HS,West Valley College,25.0,8.33333333333
1253,Arizona Webb,Fr,5'8,Elko HS,Feather River College,25.0,8.33333333333
1254,Chloe Hampton,Fr,5'11,"Oakland, Ca",Feather River College,25.0,8.33333333333
1255,Cortney Blumenthal,Fr,5'8,Boulder City HS,Feather River College,25.0,8.33333333333
1256,Cyan Blackdeer,So,5'9,Legend HS,Feather River College,25.0,8.33333333333
1257,Delihah Cardenas,Fr,5'7,Eastwood HS,Feather River College,25.0,8.33333333333
1258,Jada Barnes,Fr,5'4,Bret Harte HS,Feather River College,25.0,8.33333333333
1259,Jillian Wright,So,5'11,Elko HS,Feather River College,25.0,8.33333333333
1260,Kaaleya Price,Fr,5'9,Midwest Christian Academy,Feather River College,25.0,8.33333333333
1261,Kaitlyn Dingle,Fr,5'7,Quincy HS,Feather River College,25.0,8.33333333333
1262,Katie McKay,So,5'7,Terra Nova HS,Feather River College,25.0,8.33333333333
1263,Kyla Kincaid,So,5'4,Churchill County HS,Feather River College,25.0,8.33333333333
1264,Madison Howard,Fr,5'10,Kimball HS,Feather River College,25.0,8.33333333333
1265,Precious Helekahi,So,5'3,Hana HS,Feather River College,25.0,8.33333333333
1266,Ramsey Weber,So,5'8,Willows HS,Feather River College,25.0,8.33333333333
1267,Rebekah Grammer,Fr,5'5,Quincy HS,Feather River College,25.0,8.33333333333
1268,Anastasia McCauley,Fr,,Arcata HS,College of the Redwoods,25.0,8.33333333333
1269,Courtney Wilkinson,So,,La Quinta HS,College of the Redwoods,25.0,8.33333333333
1270,Elise Wilson,Fr,,Golden Sierra HS,College of the Redwoods,25.0,8.33333333333
1271,Katy Shumard,Fr,,Eureka HS,College of the Redwoods,25.0,8.33333333333
1272,Luz Chavez-Contreras,Fr,,Arcata HS,College of the Redwoods,25.0,8.33333333333
1273,Magnolia Gutierrez,Fr,,East Union HS,College of the Redwoods,25.0,8.33333333333
1274,Savannah Humburger,Fr,,Earnest McBride HS,College of the Redwoods,25.0,8.33333333333
1275,Anastasia McCauley,Fr,,Arcata HS,San Joaquin Delta College,25.0,8.33333333333
1276,Courtney Wilkinson,So,,La Quinta HS,San Joaquin Delta College,25.0,8.33333333333
1277,Elise Wilson,Fr,,Golden Sierra HS,San Joaquin Delta College,25.0,8.33333333333
1278,Katy Shumard,Fr,,Eureka HS,San Joaquin Delta College,25.0,8.33333333333
1279,Luz Chavez-Contreras,Fr,,Arcata HS,San Joaquin Delta College,25.0,8.33333333333
1280,Magnolia Gutierrez,Fr,,East Union HS,San Joaquin Delta College,25.0,8.33333333333
1281,Savannah Humburger,Fr,,Earnest McBride HS,San Joaquin Delta College,25.0,8.33333333333
1282,Alex Cook,Fr,5'7,Nevada Union HS,Sierra College,25.0,8.33333333333
1283,Bella Orteza,So,5'3,Placer HS,Sierra College,25.0,8.33333333333
1284,Brittany Boerstra,So,5'11,"Osterhout, Netherlands",Sierra College,25.0,8.33333333333
1285,Gabrielle Roberts,Fr,6'3,Whitnery HS,Sierra College,25.0,8.33333333333
1286,Grace Sanders,Fr,6'0,Foresthill HS,Sierra College,25.0,8.33333333333
1287,Grace Lemmo,So,5'7,Vista del Lago HS,Sierra College,25.0,8.33333333333
1288,Jasmine Dean,Fr,5'11,Colfax HS,Sierra College,25.0,8.33333333333
1289,Kalala Strickland,So,5'10,Oakmont HS,Sierra College,25.0,8.33333333333
1290,Kapri Pelle,Fr,5'11,Placer HS,Sierra College,25.0,8.33333333333
1291,Kylie Shinn,So,5'10,Colfax HS,Sierra College,25.0,8.33333333333
1292,Maddy Rowland,So,5'10,Casa Roble HS,Sierra College,25.0,8.33333333333
1293,Madison Meteer,Fr,5'10,Del Oro HS,Sierra College,25.0,8.33333333333
1294,Meghan Merlino,Fr,5'10,Rio Americano HS,Sierra College,25.0,8.33333333333
1295,Ryan Blackwood,So,5'2,Roseville HS,Sierra College,25.0,8.33333333333
1296,Sara Schell,Fr,5'11,Bear River HS,Sierra College,25.0,8.33333333333
1297,Savannah Schroeder,Fr,5'9,Ponderosa HS,Sierra College,25.0,8.33333333333
1298,Alex Cook,Fr,5'7,Nevada Union HS,Cypress College,25.0,8.33333333333
1299,Bella Orteza,So,5'3,Placer HS,Cypress College,25.0,8.33333333333
1300,Brittany Boerstra,So,5'11,"Osterhout, Netherlands",Cypress College,25.0,8.33333333333
1301,Gabrielle Roberts,Fr,6'3,Whitnery HS,Cypress College,25.0,8.33333333333
1302,Grace Sanders,Fr,6'0,Foresthill HS,Cypress College,25.0,8.33333333333
1303,Grace Lemmo,So,5'7,Vista del Lago HS,Cypress College,25.0,8.33333333333
1304,Jasmine Dean,Fr,5'11,Colfax HS,Cypress College,25.0,8.33333333333
1305,Kalala Strickland,So,5'10,Oakmont HS,Cypress College,25.0,8.33333333333
1306,Kapri Pelle,Fr,5'11,Placer HS,Cypress College,25.0,8.33333333333
1307,Kylie Shinn,So,5'10,Colfax HS,Cypress College,25.0,8.33333333333
1308,Maddy Rowland,So,5'10,Casa Roble HS,Cypress College,25.0,8.33333333333
1309,Madison Meteer,Fr,5'10,Del Oro HS,Cypress College,25.0,8.33333333333
1310,Meghan Merlino,Fr,5'10,Rio Americano HS,Cypress College,25.0,8.33333333333
1311,Ryan Blackwood,So,5'2,Roseville HS,Cypress College,25.0,8.33333333333
1312,Sara Schell,Fr,5'11,Bear River HS,Cypress College,25.0,8.33333333333
1313,Savannah Schroeder,Fr,5'9,Ponderosa HS,Cypress College,25.0,8.33333333333
1314,Andrea Lopez,Fr,5'8,Mater Dei HS,Fullerton College,25.0,8.33333333333
1315,Ashley Pruitt,Fr,5'6,El Dorado HS,Fullerton College,25.0,8.33333333333
1316,Carlie Ortega,Fr,5'6,Bishop Amat HS,Fullerton College,25.0,8.33333333333
1317,Catherine Serna,Fr,5'7,John F. Kennedy HS,Fullerton College,25.0,8.33333333333
1318,Kailyn Case,Fr,5'11,Yorba Linda HS,Fullerton College,25.0,8.33333333333
1319,Kaylyn Johnson,Fr,5'11,Colony HS,Fullerton College,25.0,8.33333333333
1320,Kendall Campos,Fr,5'7,Esperanza HS,Fullerton College,25.0,8.33333333333
1321,Kristine Perez,So,5'7,Valencia HS,Fullerton College,25.0,8.33333333333
1322,Lauren Schaefer,Fr,5'9,Yorba Linda HS,Fullerton College,25.0,8.33333333333
1323,Nakitta Masoe,Fr,5'9,Garden Grove HS,Fullerton College,25.0,8.33333333333
1324,Prescilla Gutierrez,Fr,5'5,Los Altos HS,Fullerton College,25.0,8.33333333333
1325,Samaria Longstreet,Fr,5'11,Lakewood HS,Fullerton College,25.0,8.33333333333
1326,Akimi Fujikura,So,,Irvine HS,Golden West College,25.0,8.33333333333
1327,Amanda Sosa,So,,Huntington Beach HS,Golden West College,25.0,8.33333333333
1328,Andrea Gonzalez,So,,Redondo Union HS,Golden West College,25.0,8.33333333333
1329,Ashleigh Atsaros,So,,Huntington Beach HS,Golden West College,25.0,8.33333333333
1330,Cherene Uale,So,,Hillsdale HS,Golden West College,25.0,8.33333333333
1331,Eden Vawaardenburg,Fr,,Marina HS,Golden West College,25.0,8.33333333333
1332,Erica Cantley,So,,Cypress HS,Golden West College,25.0,8.33333333333
1333,Holly Hennessy,Fr,,Marina HS,Golden West College,25.0,8.33333333333
1334,Jasmine Gonzalez,So,,,Golden West College,25.0,8.33333333333
1335,Jennifer Pham,Fr,,Westminster HS,Golden West College,25.0,8.33333333333
1336,Keilani Pearson,Fr,,Huntington Beach HS,Golden West College,25.0,8.33333333333
1337,Melissa Martinez,So,,,Golden West College,25.0,8.33333333333
1338,Akimi Fujikura,So,,Irvine HS,Antelope Valley College,25.0,8.33333333333
1339,Amanda Sosa,So,,Huntington Beach HS,Antelope Valley College,25.0,8.33333333333
1340,Andrea Gonzalez,So,,Redondo Union HS,Antelope Valley College,25.0,8.33333333333
1341,Ashleigh Atsaros,So,,Huntington Beach HS,Antelope Valley College,25.0,8.33333333333
1342,Cherene Uale,So,,Hillsdale HS,Antelope Valley College,25.0,8.33333333333
1343,Eden Vawaardenburg,Fr,,Marina HS,Antelope Valley College,25.0,8.33333333333
1344,Erica Cantley,So,,Cypress HS,Antelope Valley College,25.0,8.33333333333
1345,Holly Hennessy,Fr,,Marina HS,Antelope Valley College,25.0,8.33333333333
1346,Jasmine Gonzalez,So,,,Antelope Valley College,25.0,8.33333333333
1347,Jennifer Pham,Fr,,Westminster HS,Antelope Valley College,25.0,8.33333333333
1348,Keilani Pearson,Fr,,Huntington Beach HS,Antelope Valley College,25.0,8.33333333333
1349,Melissa Martinez,So,,,Antelope Valley College,25.0,8.33333333333
1350,Alex Paris,So,5'10,Stockdale HS,Bakersfield College,25.0,8.33333333333
1351,Bianca Logsdon,Fr,5'11,Stockdale HS,Bakersfield College,25.0,8.33333333333
1352,Brooke Horack,So,5'10,Centennial HS,Bakersfield College,25.0,8.33333333333
1353,Caitlyn Foreman,Fr,5'8,,Bakersfield College,25.0,8.33333333333
1354,Haley Sanchez,So,5'5,Centennial HS,Bakersfield College,25.0,8.33333333333
1355,Jourdan Muro,So,5'10,Centennial HS,Bakersfield College,25.0,8.33333333333
1356,Rachel Hoover,Fr,5'10,Garces Memorial HS,Bakersfield College,25.0,8.33333333333
1357,Reece Stevenson,So,5'6,Centennial HS,Bakersfield College,25.0,8.33333333333
1358,Sarah Armendariz,Fr,5'9,Clovis West HS,Bakersfield College,25.0,8.33333333333
1359,Shyanne Baez,Fr,5'4,Golden Valley HS,Bakersfield College,25.0,8.33333333333
1360,Alex Paris,So,5'10,Stockdale HS,Moorpark College,25.0,8.33333333333
1361,Bianca Logsdon,Fr,5'11,Stockdale HS,Moorpark College,25.0,8.33333333333
1362,Brooke Horack,So,5'10,Centennial HS,Moorpark College,25.0,8.33333333333
1363,Caitlyn Foreman,Fr,5'8,,Moorpark College,25.0,8.33333333333
1364,Haley Sanchez,So,5'5,Centennial HS,Moorpark College,25.0,8.33333333333
1365,Jourdan Muro,So,5'10,Centennial HS,Moorpark College,25.0,8.33333333333
1366,Rachel Hoover,Fr,5'10,Garces Memorial HS,Moorpark College,25.0,8.33333333333
1367,Reece Stevenson,So,5'6,Centennial HS,Moorpark College,25.0,8.33333333333
1368,Sarah Armendariz,Fr,5'9,Clovis West HS,Moorpark College,25.0,8.33333333333
1369,Shyanne Baez,Fr,5'4,Golden Valley HS,Moorpark College,25.0,8.33333333333
1370,Armonee Hunter,So,5'9,Ventura HS,Ventura College,25.0,8.33333333333
1371,Braxton Jessie,So,5'9,Kearney HS,Ventura College,25.0,8.33333333333
1372,Carina Cates,So,5'9,Pacifica HS,Ventura College,25.0,8.33333333333
1373,Caryssa Castrejon,R-So,5'5,Ventura HS,Ventura College,25.0,8.33333333333
1374,Daisy  Martinez,So,5'4,St Bonaventure HS,Ventura College,25.0,8.33333333333
1375,Danielle Garcia,Fr,5'6,Camarillo HS,Ventura College,25.0,8.33333333333
1376,Janessa Simental,So,5'7,Oxnard HS,Ventura College,25.0,8.33333333333
1377,Jordan Neria,Fr,5'5,Buena HS,Ventura College,25.0,8.33333333333
1378,Kasie Spencer,Fr,5'7,Foothill Tech HS,Ventura College,25.0,8.33333333333
1379,Madoline Bolish,R-So,5'10,Oxnard HS,Ventura College,25.0,8.33333333333
1380,Payton Greiner,R-So,5'10,Foothill Tech HS,Ventura College,25.0,8.33333333333
1381,Shea McKeown,Fr,5'6,Oxnard HS,Ventura College,25.0,8.33333333333
1382,Sofia Gomez,Fr,5'9,Oxnard HS,Ventura College,25.0,8.33333333333
1383,Taylor Benitez-Fanslow,Fr,5'10,Thousand Oaks HS,Ventura College,25.0,8.33333333333
1384,Alex Hayes,So,5'5,Mission Viejo HS,Orange Coast College,25.0,8.33333333333
1385,Devyn Holland,Fr,5'10,Santiago HS,Orange Coast College,25.0,8.33333333333
1386,Enjelica Glatti,So,5'8,Woodbridge HS,Orange Coast College,25.0,8.33333333333
1387,Georgia Grisham,Fr,5'6,Huntington Beach HS,Orange Coast College,25.0,8.33333333333
1388,Hannah Reid,Fr,5'5,Huntington Beach HS,Orange Coast College,25.0,8.33333333333
1389,Hannah Del Barto,Fr,5'5,"Vista Ridge, Tx",Orange Coast College,25.0,8.33333333333
1390,Jadelyn Forgiarini,So,5'9,Edison HS,Orange Coast College,25.0,8.33333333333
1391,Kacey Mathieson,Fr,5'6,Edison HS,Orange Coast College,25.0,8.33333333333
1392,Keika Yoshizumi,So,5'7,La Quinta HS,Orange Coast College,25.0,8.33333333333
1393,Molly Thee,Fr,5'5,Aliso Niguel HS,Orange Coast College,25.0,8.33333333333
1394,Rylee Adair,Fr,5'2,"St Francis, Hi",Orange Coast College,25.0,8.33333333333
1395,Sierra Lim,So,5'5,"Kaiser, Hi",Orange Coast College,25.0,8.33333333333
1396,Sophie Ajang,Fr,5'7,Del Norte HS,Orange Coast College,25.0,8.33333333333
1397,Tileree Johnson,Fr,5'8,"Castle, Hi",Orange Coast College,25.0,8.33333333333
1398,Brittney Diffine,So,5'7,Poly HS,Riverside City College,25.0,8.33333333333
1399,Delaney Beck,So,5'8,Poly HS,Riverside City College,25.0,8.33333333333
1400,Julia Balancier,Fr,5'9,MLK HS,Riverside City College,25.0,8.33333333333
1401,Kiara Oregon,Fr,5'8,Hillcrest HS,Riverside City College,25.0,8.33333333333
1402,Lauren Dunmore,Fr,6'0,King HS,Riverside City College,25.0,8.33333333333
1403,Madison Bogh,Fr,5'11,Citrus HS,Riverside City College,25.0,8.33333333333
1404,Marcella Rodriguez,Fr,5'7,Moreno Valley HS,Riverside City College,25.0,8.33333333333
1405,Natalie Escher,Fr,5'8,Redlands HS,Riverside City College,25.0,8.33333333333
1406,Patricia Brucks,Fr,5'4,Poly HS,Riverside City College,25.0,8.33333333333
1407,Roni Lopez,Fr,5'3,Grand Terrace HS,Riverside City College,25.0,8.33333333333
1408,Rozarya Barrett,Fr,5'10,Upland HS,Riverside City College,25.0,8.33333333333
1409,Taylor Gardner,Fr,5'3,Grand Terrace HS,Riverside City College,25.0,8.33333333333
1410,Telanni Childs,Fr,6'1,Upland HS,Riverside City College,25.0,8.33333333333
1411,Vanessa Dominiquez,Fr,5'6,Hillcrest HS,Riverside City College,25.0,8.33333333333
1412,Antonette Rolda,So,5'7,Trabuco Hills HS,Saddleback College,25.0,8.33333333333
1413,Avie Butsko,So,6'0,El Toro HS,Saddleback College,25.0,8.33333333333
1414,Forfeit  1,,,,Saddleback College,15.6968313708,6.85104639236
1415,Forfiet 2,,,,Saddleback College,25.0,8.33333333333
1416,Jillian Hewitt,Fr,5'7,Trabuco Hills HS,Saddleback College,25.0,8.33333333333
1417,Kayla Logsdon,So,5'9,Mill Valley HS,Saddleback College,25.0,8.33333333333
1418,Keara O'Brien-Pol,So,6'0,Exeter HS,Saddleback College,25.0,8.33333333333
1419,Kiana  Camarlo,,,,Saddleback College,25.0,8.33333333333
1420,Landry Armstrong,So,5'8,Combs HS,Saddleback College,25.0,8.33333333333
1421,Michelle Solt,,,,Saddleback College,25.0,8.33333333333
1422,Nicolette Spriggs,So,5'7,JSerra HS,Saddleback College,25.0,8.33333333333
1423,Stevie Wenzel,,,,Saddleback College,25.0,8.33333333333
1424,Sydnee Cunico,,,,Saddleback College,25.0,8.33333333333
1425,Britany Tran,Fr,5'2,Fountain Valley HS,Santa Ana College,25.0,8.33333333333
1426,Carla Carrion,So,5'2,Santa Ana Valley HS,Santa Ana College,25.0,8.33333333333
1427,Destinee Blue,So,5'9,Segerstrom HS,Santa Ana College,25.0,8.33333333333
1428,Dianna Nguyen,So,5'6,Magnolia HS,Santa Ana College,25.0,8.33333333333
1429,Hannah Degrasse,So,5'11,California HS,Santa Ana College,25.0,8.33333333333
1430,Iliana Mendoza,So,5'10,Segerstrom HS,Santa Ana College,25.0,8.33333333333
1431,Jasmin Cardona,So,5'4,Godinez HS,Santa Ana College,25.0,8.33333333333
1432,Karissa Mumford,Fr,5'8,Kennedy HS,Santa Ana College,25.0,8.33333333333
1433,Kassandra Murillo,So,6'0,Loara HS,Santa Ana College,25.0,8.33333333333
1434,Kayla Long,Fr,5'3,Downey HS,Santa Ana College,18.7055681941,4.00097009668
1435,Lily Reissmueller,So,5'10,El Modena HS,Santa Ana College,25.0,8.33333333333
1436,Mikelle Taylor,So,5'9,Godinez HS,Santa Ana College,25.0,8.33333333333
1437,Stephanie Huerta,Fr,5'1,Valencia HS,Santa Ana College,25.0,8.33333333333
1438,Taylor  Hernandez,Fr,5'7,La Habra HS,Santa Ana College,25.0,8.33333333333
1439,Virideana Pacheco,Fr,6'1,Godinez HS,Santa Ana College,25.0,8.33333333333
1440,Viridiana Serrano,So,5'7,Godinez HS,Santa Ana College,25.0,8.33333333333
1441,Aaliyah Charley,So,5'9,Thermal Coachella Valley HS,College of the Desert,25.0,8.33333333333
1442,Alysha Garcia,So,5'6,Thermal Desert Mirage HS,College of the Desert,25.0,8.33333333333
1443,Ashley Schwartz,So,5'9,Yucca Valley HS,College of the Desert,25.0,8.33333333333
1444,Ashtyn Lyneis,Fr,5'9,Palm Springs HS,College of the Desert,25.0,8.33333333333
1445,Baylie Dashner,Fr,5'11,La Quinta HS,College of the Desert,25.0,8.33333333333
1446,Brooke Topliff,Fr,5'6,Rancho Mirage HS,College of the Desert,25.0,8.33333333333
1447,Crishayla Jackson,So,6'0,Desert Hot Springs HS,College of the Desert,25.0,8.33333333333
1448,Emily Sundback,Fr,5'7,Rancho Mirage HS,College of the Desert,25.0,8.33333333333
1449,Esmeralda Ordaz,So,5'9,Indio HS,College of the Desert,25.0,8.33333333333
1450,Genesis Garza,Fr,5'7,Thermal Desert Mirage HS,College of the Desert,25.0,8.33333333333
1451,Hannah Laliberte,Fr,5'10,La Quinta HS,College of the Desert,25.0,8.33333333333
