division,compID,location,date,college,first_name,last_name,playerid,position,result,score
DII,1282,"Baton Rouge, La",3/24/18,Spring Hill College,Emmarose,Neibert,1341,5,0,"21-14, 21-10"
DI,1282,"Baton Rouge, La",3/24/18,Stetson,Rebecca,Ingram,948,5,1,"21-14, 21-10"
DI,1282,"Baton Rouge, La",3/24/18,Stetson,Quinci,Birker,947,5,1,"21-14, 21-10"
DI,1283," Baton Rouge, La ",3/24/18,LSU,Claire,Coppola,103,1,1,"21-16, 21-14"
DI,1283," Baton Rouge, La ",3/24/18,LSU,Kristen,Nuss,102,1,1,"21-16, 21-14"
DI,1283," Baton Rouge, La ",3/24/18,Stetson,Carly,Perales,401,1,0,"21-16, 21-14"
DI,1283," Baton Rouge, La ",3/24/18,Stetson,Sunniva,Helland-Hansen,402,1,0,"21-16, 21-14"
DI,1283," Baton Rouge, La ",3/24/18,LSU,Ashley,Allmer,882,2,0,"25-23, 16-21, 15-12"
DI,1283," Baton Rouge, La ",3/24/18,LSU,Haleigh,Nelson,936,2,0,"25-23, 16-21, 15-12"
DI,1283," Baton Rouge, La ",3/24/18,Stetson,Sammee,Thomas,945,2,1,"25-23, 16-21, 15-12"
DI,1283," Baton Rouge, La ",3/24/18,Stetson,Darby,Dunn,403,2,1,"25-23, 16-21, 15-12"
DI,1283," Baton Rouge, La ",3/24/18,LSU,Hunter,Domanski,932,3,1,"21-19, 16-21, 15-12"
DI,1283," Baton Rouge, La ",3/24/18,LSU,Olivia,Powers,104,3,1,"21-19, 16-21, 15-12"
DI,1283," Baton Rouge, La ",3/24/18,Stetson,Rachel,Noble,778,3,0,"21-19, 16-21, 15-12"
DI,1283," Baton Rouge, La ",3/24/18,Stetson,Samantha,Harris,404,3,0,"21-19, 16-21, 15-12"
DI,1283," Baton Rouge, La ",3/24/18,LSU,Emmy,Allen,100,4,0,"21-17, 21-19"
DI,1283," Baton Rouge, La ",3/24/18,LSU,Megan,Davenport,108,4,0,"21-17, 21-19"
DI,1283," Baton Rouge, La ",3/24/18,Stetson,Lauren,Durham,398,4,1,"21-17, 21-19"
DI,1283," Baton Rouge, La ",3/24/18,Stetson,Julie,Varga,793,4,1,"21-17, 21-19"
DI,1283," Baton Rouge, La ",3/24/18,LSU,Maddie,Ligon,107,5,1,"21-14, 21-19"
DI,1283," Baton Rouge, La ",3/24/18,LSU,Riley,Young,112,5,1,"21-14, 21-19"
DI,1283," Baton Rouge, La ",3/24/18,Stetson,Rebecca,Ingram,948,5,0,"21-14, 21-19"
DI,1283," Baton Rouge, La ",3/24/18,Stetson,Quinci,Birker,947,5,0,"21-14, 21-19"
DI,1284," Ocean Park, Ca ",3/24/18,Arizona,Natalie,Anselmo,136,1,0,"21-18, 22-20"
DI,1284," Ocean Park, Ca ",3/24/18,Arizona,Olivia,Macdonald,127,1,0,"21-18, 22-20"
DI,1284," Ocean Park, Ca ",3/24/18,Stanford,Sunny,Villapando,1212,1,1,"21-18, 22-20"
DI,1284," Ocean Park, Ca ",3/24/18,Stanford,Kathryn,Plummer,58,1,1,"21-18, 22-20"
DI,1284," Ocean Park, Ca ",3/24/18,Arizona,Mia,Mason,135,2,0,"24-22, 21-15"
DI,1284," Ocean Park, Ca ",3/24/18,Arizona,Makenna,Martin,1523,2,0,"24-22, 21-15"
DI,1284," Ocean Park, Ca ",3/24/18,Stanford,Morgan,Hentz,53,2,1,"24-22, 21-15"
DI,1284," Ocean Park, Ca ",3/24/18,Stanford,Amelia,Smith,1082,2,1,"24-22, 21-15"
DI,1284," Ocean Park, Ca ",3/24/18,Arizona,Kacey,Nady,929,3,0,"21-8, 21-17"
DI,1284," Ocean Park, Ca ",3/24/18,Arizona,Olivia,Hallaran,133,3,0,"21-8, 21-17"
DI,1284," Ocean Park, Ca ",3/24/18,Stanford,Kate,Formico,1073,3,1,"21-8, 21-17"
DI,1284," Ocean Park, Ca ",3/24/18,Stanford,Courtney,Bowen,47,3,1,"21-8, 21-17"
DI,1284," Ocean Park, Ca ",3/24/18,Arizona,Hailey,Devlin,131,4,1,"17-21, 21-15, 15-11"
DI,1284," Ocean Park, Ca ",3/24/18,Arizona,Stephany,Purdue,928,4,1,"17-21, 21-15, 15-11"
DI,1284," Ocean Park, Ca ",3/24/18,Stanford,Catherine,Raquel,59,4,0,"17-21, 21-15, 15-11"
DI,1284," Ocean Park, Ca ",3/24/18,Stanford,Payton,Chang,48,4,0,"17-21, 21-15, 15-11"
DI,1284," Ocean Park, Ca ",3/24/18,Arizona,Jonny,Baham,927,5,1,"21-10, 21-14"
DI,1284," Ocean Park, Ca ",3/24/18,Arizona,Brooke,Burling,132,5,1,"21-10, 21-14"
DI,1284," Ocean Park, Ca ",3/24/18,Stanford,Kat,Anderson,46,5,0,"21-10, 21-14"
DI,1284," Ocean Park, Ca ",3/24/18,Stanford,Caitlin,Keefe,55,5,0,"21-10, 21-14"
DI,1285,"Columbia, S.C.",3/24/18,FGCU,Mackenzie,Allen,510,1,0,"21-7, 21-18"
DI,1285,"Columbia, S.C.",3/24/18,FGCU,Amanda,Carroll,508,1,0,"21-7, 21-18"
DI,1285,"Columbia, S.C.",3/24/18,TCU,Cassie,House,335,1,1,"21-7, 21-18"
DI,1285,"Columbia, S.C.",3/24/18,TCU,Haven,Hill,323,1,1,"21-7, 21-18"
DI,1285,"Columbia, S.C.",3/24/18,FGCU,Karissa,Rhoades,501,2,1,"23-21, 21-15"
DI,1285,"Columbia, S.C.",3/24/18,FGCU,Katherine,Puisis,503,2,1,"23-21, 21-15"
DI,1285,"Columbia, S.C.",3/24/18,TCU,Jaelyn,Greene,318,2,0,"23-21, 21-15"
DI,1285,"Columbia, S.C.",3/24/18,TCU,Jillian,Bergeson,952,2,0,"23-21, 21-15"
DI,1285,"Columbia, S.C.",3/24/18,FGCU,Giovanna,Borgiotti,505,3,1,"21-18, 21-17"
DI,1285,"Columbia, S.C.",3/24/18,FGCU,Ashley,Glickert,509,3,1,"21-18, 21-17"
DI,1285,"Columbia, S.C.",3/24/18,TCU,Molly,Scheel,796,3,0,"21-18, 21-17"
DI,1285,"Columbia, S.C.",3/24/18,TCU,Jensyn,Bledsoe,316,3,0,"21-18, 21-17"
DI,1285,"Columbia, S.C.",3/24/18,FGCU,Snowy,Burnam,1243,4,1,"21-17, 21-16"
DI,1285,"Columbia, S.C.",3/24/18,FGCU,Kayla,Whetstone,940,4,1,"21-17, 21-16"
DI,1285,"Columbia, S.C.",3/24/18,TCU,Hannah,Rogers,953,4,0,"21-17, 21-16"
DI,1285,"Columbia, S.C.",3/24/18,TCU,Claire,Doyle,317,4,0,"21-17, 21-16"
DI,1285,"Columbia, S.C.",3/24/18,FGCU,Kaitlan,Krivdo,504,5,0,"21-11, 21-18"
DI,1285,"Columbia, S.C.",3/24/18,FGCU,Alanya,Ryan,1244,5,0,"21-11, 21-18"
DI,1285,"Columbia, S.C.",3/24/18,TCU,Brooke,Sassin,951,5,1,"21-11, 21-18"
DI,1285,"Columbia, S.C.",3/24/18,TCU,Jordan,Westendorf,955,5,1,"21-11, 21-18"
DI,1286,"Conway, Ar",3/24/18,Central Arkansas,Megan,Nash,353,1,0,"18-21, 21-13, 15-12"
DI,1286,"Conway, Ar",3/24/18,Central Arkansas,Hayley,Tippett,352,1,0,"18-21, 21-13, 15-12"
DI,1286,"Conway, Ar",3/24/18,Houston Baptist,Jessica,Wooten,393,1,1,"18-21, 21-13, 15-12"
DI,1286,"Conway, Ar",3/24/18,Houston Baptist,Aeriel,Horton,392,1,1,"18-21, 21-13, 15-12"
DI,1286,"Conway, Ar",3/24/18,Central Arkansas,MC,Rogers,359,2,0,"21-12, 21-18"
DI,1286,"Conway, Ar",3/24/18,Central Arkansas,Delaney,Driver,599,2,0,"21-12, 21-18"
DI,1286,"Conway, Ar",3/24/18,Houston Baptist,Kayla,Armer,1007,2,1,"21-12, 21-18"
DI,1286,"Conway, Ar",3/24/18,Houston Baptist,Tori,Hinojosa,387,2,1,"21-12, 21-18"
DI,1286,"Conway, Ar",3/24/18,Central Arkansas,Jessica,Martinez,1242,3,0,"8-21, 21-19, 15-12"
DI,1286,"Conway, Ar",3/24/18,Central Arkansas,Aly,Brinkley,1238,3,0,"8-21, 21-19, 15-12"
DI,1286,"Conway, Ar",3/24/18,Houston Baptist,Bailey,Banks,391,3,1,"8-21, 21-19, 15-12"
DI,1286,"Conway, Ar",3/24/18,Houston Baptist,Katya,Silveira,1002,3,1,"8-21, 21-19, 15-12"
DI,1286,"Conway, Ar",3/24/18,Central Arkansas,Colene,Hamilton,1241,4,1,"18-21, 21-18, 15-13"
DI,1286,"Conway, Ar",3/24/18,Central Arkansas,Kristine,Hjembo,354,4,1,"18-21, 21-18, 15-13"
DI,1286,"Conway, Ar",3/24/18,Houston Baptist,Mikayla,Vivens,2041,4,0,"18-21, 21-18, 15-13"
DI,1286,"Conway, Ar",3/24/18,Houston Baptist,Danielle,Wheeler,395,4,0,"18-21, 21-18, 15-13"
DI,1286,"Conway, Ar",3/24/18,Central Arkansas,Mackenzie ,Dear,360,5,1,"21-10, 22-20"
DI,1286,"Conway, Ar",3/24/18,Central Arkansas,Shelby,Holmes,1240,5,1,"21-10, 22-20"
DI,1286,"Conway, Ar",3/24/18,Houston Baptist,Brennan,Miller,1003,5,0,"21-10, 22-20"
DI,1286,"Conway, Ar",3/24/18,Houston Baptist,Kali,Fluke,1005,5,0,"21-10, 22-20"
DI,1287,"Conway, Ar",3/24/18,Central Arkansas,Hayley,Tippett,352,1,1,"21-15, 21-10"
DI,1287,"Conway, Ar",3/24/18,Central Arkansas,Megan,Nash,353,1,1,"21-15, 21-10"
NAIA,1287,"Conway, Ar",3/24/18,Ottawa,Adriana,Skipper,1435,1,0,"21-15, 21-10"
NAIA,1287,"Conway, Ar",3/24/18,Ottawa,Caitlyn,Cox,1426,1,0,"21-15, 21-10"
DI,1287,"Conway, Ar",3/24/18,Central Arkansas,Delaney,Driver,599,2,1,"21-3, 21-4"
DI,1287,"Conway, Ar",3/24/18,Central Arkansas,MC,Rogers,359,2,1,"21-3, 21-4"
NAIA,1287,"Conway, Ar",3/24/18,Ottawa,Ayona,Tharps,1437,2,0,"21-3, 21-4"
NAIA,1287,"Conway, Ar",3/24/18,Ottawa,Heather,Huesman,1431,2,0,"21-3, 21-4"
DI,1287,"Conway, Ar",3/24/18,Central Arkansas,Aly,Brinkley,1238,3,1,"21-7, 21-9"
DI,1287,"Conway, Ar",3/24/18,Central Arkansas,Jessica,Martinez,1242,3,1,"21-7, 21-9"
NAIA,1287,"Conway, Ar",3/24/18,Ottawa,Makayla,Aspegren,1422,3,0,"21-7, 21-9"
NAIA,1287,"Conway, Ar",3/24/18,Ottawa,Brooke,Fearka,1428,3,0,"21-7, 21-9"
DI,1287,"Conway, Ar",3/24/18,Central Arkansas,Colene,Hamilton,1241,4,1,"21-5, 21-9"
DI,1287,"Conway, Ar",3/24/18,Central Arkansas,Kristine,Hjembo,354,4,1,"21-5, 21-9"
NAIA,1287,"Conway, Ar",3/24/18,Ottawa,Mikayla,Wheeler,1441,4,0,"21-5, 21-9"
NAIA,1287,"Conway, Ar",3/24/18,Ottawa,Paige,Krone,1433,4,0,"21-5, 21-9"
DI,1287,"Conway, Ar",3/24/18,Central Arkansas,Shelby,Holmes,1240,5,1,"21-5, 21-9"
DI,1287,"Conway, Ar",3/24/18,Central Arkansas,Mackenzie ,Dear,360,5,1,"21-5, 21-9"
NAIA,1287,"Conway, Ar",3/24/18,Ottawa,Stefanie,Mitchell,1434,5,0,"21-5, 21-9"
NAIA,1287,"Conway, Ar",3/24/18,Ottawa,Breanna,Vail,1439,5,0,"21-5, 21-9"
DI,1288,"Conway, Ar",3/24/18,Houston Baptist,Aeriel,Horton,392,1,1,"21-12, 21-16"
DI,1288,"Conway, Ar",3/24/18,Houston Baptist,Jessica,Wooten,393,1,1,"21-12, 21-16"
NAIA,1288,"Conway, Ar",3/24/18,Ottawa,Adriana,Skipper,1435,1,0,"21-12, 21-16"
NAIA,1288,"Conway, Ar",3/24/18,Ottawa,Caitlyn,Cox,1426,1,0,"21-12, 21-16"
DI,1288,"Conway, Ar",3/24/18,Houston Baptist,Kayla,Armer,1007,2,1,"21-8, 21-5"
DI,1288,"Conway, Ar",3/24/18,Houston Baptist,Tori,Hinojosa,387,2,1,"21-8, 21-5"
NAIA,1288,"Conway, Ar",3/24/18,Ottawa,Ayona,Tharps,1437,2,0,"21-8, 21-5"
NAIA,1288,"Conway, Ar",3/24/18,Ottawa,Heather,Huesman,1431,2,0,"21-8, 21-5"
DI,1288,"Conway, Ar",3/24/18,Houston Baptist,Bailey,Banks,391,3,1,"21-10, 21-8"
DI,1288,"Conway, Ar",3/24/18,Houston Baptist,Katya,Silveira,1002,3,1,"21-10, 21-8"
NAIA,1288,"Conway, Ar",3/24/18,Ottawa,Makayla,Aspegren,1422,3,0,"21-10, 21-8"
NAIA,1288,"Conway, Ar",3/24/18,Ottawa,Brooke,Fearka,1428,3,0,"21-10, 21-8"
DI,1288,"Conway, Ar",3/24/18,Houston Baptist,Brennan,Miller,1003,4,1,"21-6, 21-3"
DI,1288,"Conway, Ar",3/24/18,Houston Baptist,Kali,Fluke,1005,4,1,"21-6, 21-3"
NAIA,1288,"Conway, Ar",3/24/18,Ottawa,Mikayla,Wheeler,1441,4,0,"21-6, 21-3"
NAIA,1288,"Conway, Ar",3/24/18,Ottawa,Paige,Krone,1433,4,0,"21-6, 21-3"
DI,1288,"Conway, Ar",3/24/18,Houston Baptist,Mikayla,Vivens,2041,5,1,"21-9, 21-6"
DI,1288,"Conway, Ar",3/24/18,Houston Baptist,Danielle,Wheeler,395,5,1,"21-9, 21-6"
NAIA,1288,"Conway, Ar",3/24/18,Ottawa,Breanna,Vail,1439,5,0,"21-9, 21-6"
NAIA,1288,"Conway, Ar",3/24/18,Ottawa,Stefanie,Mitchell,1434,5,0,"21-9, 21-6"
DI,1289,"Columbia, S.C.",3/24/18,Hawaii,Ka'iwi,Schucht,754,1,1,"21-16, 21-17"
DI,1289,"Columbia, S.C.",3/24/18,Hawaii,Emily,Maglio,764,1,1,"21-16, 21-17"
DI,1289,"Columbia, S.C.",3/24/18,South Carolina,Ali,Denney,115,1,0,"21-16, 21-17"
DI,1289,"Columbia, S.C.",3/24/18,South Carolina,Shannon,Williams,121,1,0,"21-16, 21-17"
DI,1289,"Columbia, S.C.",3/24/18,Hawaii,Laurel,Weaver,760,2,0,"21-9, 15-21, 15-13"
DI,1289,"Columbia, S.C.",3/24/18,Hawaii,Carly,Kan,757,2,0,"21-9, 15-21, 15-13"
DI,1289,"Columbia, S.C.",3/24/18,South Carolina,Cadie,Bates,1210,2,1,"21-9, 15-21, 15-13"
DI,1289,"Columbia, S.C.",3/24/18,South Carolina,Katie,Smith,116,2,1,"21-9, 15-21, 15-13"
DI,1289,"Columbia, S.C.",3/24/18,Hawaii,Lea,Monkhouse,1071,3,0,"21-19, 21-17"
DI,1289,"Columbia, S.C.",3/24/18,Hawaii,Morgan,Martin,763,3,0,"21-19, 21-17"
DI,1289,"Columbia, S.C.",3/24/18,South Carolina,Julia,Mannisto,118,3,1,"21-19, 21-17"
DI,1289,"Columbia, S.C.",3/24/18,South Carolina,Carly,Schneider,119,3,1,"21-19, 21-17"
DI,1289,"Columbia, S.C.",3/24/18,Hawaii,Amy,Ozee,755,4,1,"21-18, 22-20"
DI,1289,"Columbia, S.C.",3/24/18,Hawaii,Ari,Homayun,761,4,1,"21-18, 22-20"
DI,1289,"Columbia, S.C.",3/24/18,South Carolina,Leah,Perri,996,4,0,"21-18, 22-20"
DI,1289,"Columbia, S.C.",3/24/18,South Carolina,Macie,Tendrich,120,4,0,"21-18, 22-20"
DI,1289,"Columbia, S.C.",3/24/18,Hawaii,Paige,Dreeuws,1061,5,1,"12-21, 21-16, 15-11"
DI,1289,"Columbia, S.C.",3/24/18,Hawaii,Hannah,Zalopany,758,5,1,"12-21, 21-16, 15-11"
DI,1289,"Columbia, S.C.",3/24/18,South Carolina,Jess,Vastine,1211,5,0,"12-21, 21-16, 15-11"
DI,1289,"Columbia, S.C.",3/24/18,South Carolina,Franky,Harrison,122,5,0,"12-21, 21-16, 15-11"
DI,1290,"Baton Rouge, La",3/24/18,College of Charleston,Katja,Ehlers,440,1,0,"21-13, 21-18"
DI,1290,"Baton Rouge, La",3/24/18,College of Charleston,Krissy,Mummey,444,1,0,"21-13, 21-18"
DI,1290,"Baton Rouge, La",3/24/18,Tulane,Kaylie,Mchugh,33,1,1,"21-13, 21-18"
DI,1290,"Baton Rouge, La",3/24/18,Tulane,Madeline,Mertz,35,1,1,"21-13, 21-18"
DI,1290,"Baton Rouge, La",3/24/18,College of Charleston,Devon,Rachel,441,2,0,"21-17, 19-21, 15-12"
DI,1290,"Baton Rouge, La",3/24/18,College of Charleston,Mckala,Rhodes,439,2,0,"21-17, 19-21, 15-12"
DI,1290,"Baton Rouge, La",3/24/18,Tulane,Lan,Nguyen,37,2,1,"21-17, 19-21, 15-12"
DI,1290,"Baton Rouge, La",3/24/18,Tulane,Tarin,Mergener,34,2,1,"21-17, 19-21, 15-12"
DI,1290,"Baton Rouge, La",3/24/18,College of Charleston,Riana ,Brennan,438,3,1,"21-14, 21-15"
DI,1290,"Baton Rouge, La",3/24/18,College of Charleston,Kennedy,Madison,437,3,1,"21-14, 21-15"
DI,1290,"Baton Rouge, La",3/24/18,Tulane,Addison,Hermstad,960,3,0,"21-14, 21-15"
DI,1290,"Baton Rouge, La",3/24/18,Tulane,Anna,Chin,41,3,0,"21-14, 21-15"
DI,1290,"Baton Rouge, La",3/24/18,College of Charleston,Allison,Beckman,442,4,1,"21-18, 21-15"
DI,1290,"Baton Rouge, La",3/24/18,College of Charleston,Lauren,Freed,445,4,1,"21-18, 21-15"
DI,1290,"Baton Rouge, La",3/24/18,Tulane,Rio,Frohoff,961,4,0,"21-18, 21-15"
DI,1290,"Baton Rouge, La",3/24/18,Tulane,Ashley,Delgado,965,4,0,"21-18, 21-15"
DI,1290,"Baton Rouge, La",3/24/18,College of Charleston,Logan,Manusky,1470,5,1,"21-10, 21-17"
DI,1290,"Baton Rouge, La",3/24/18,College of Charleston,Taylor,Foley,443,5,1,"21-10, 21-17"
DI,1290,"Baton Rouge, La",3/24/18,Tulane,Gabriella,Becerra,966,5,0,"21-10, 21-17"
DI,1290,"Baton Rouge, La",3/24/18,Tulane,Lauren,Orlich,964,5,0,"21-10, 21-17"
DII,1291,"Baton Rouge, La",3/24/18,Spring Hill College,Julie,Vujnovich,544,1,0,"21-9, 21-9"
DII,1291,"Baton Rouge, La",3/24/18,Spring Hill College,Payton,Gidney,554,1,0,"21-9, 21-9"
DI,1291,"Baton Rouge, La",3/24/18,Tulane,Madeline,Mertz,35,1,1,"21-9, 21-9"
DI,1291,"Baton Rouge, La",3/24/18,Tulane,Kaylie,Mchugh,33,1,1,"21-9, 21-9"
DII,1291,"Baton Rouge, La",3/24/18,Spring Hill College,Sarah,Senft,556,2,0,"21-18, 21-14"
DII,1291,"Baton Rouge, La",3/24/18,Spring Hill College,Brittany ,Bilotti,547,2,0,"21-18, 21-14"
DI,1291,"Baton Rouge, La",3/24/18,Tulane,Tarin,Mergener,34,2,1,"21-18, 21-14"
DI,1291,"Baton Rouge, La",3/24/18,Tulane,Lan,Nguyen,37,2,1,"21-18, 21-14"
DII,1291,"Baton Rouge, La",3/24/18,Spring Hill College,Allison,Weimer,1338,3,0,"21-16, 21-12"
DII,1291,"Baton Rouge, La",3/24/18,Spring Hill College,Caroline,Herrera,555,3,0,"21-16, 21-12"
DI,1291,"Baton Rouge, La",3/24/18,Tulane,Ashley,Delgado,965,3,1,"21-16, 21-12"
DI,1291,"Baton Rouge, La",3/24/18,Tulane,Addison,Hermstad,960,3,1,"21-16, 21-12"
DII,1291,"Baton Rouge, La",3/24/18,Spring Hill College,Catherine,Milwee,546,4,1,"22-24, 22-20, 18-16"
DII,1291,"Baton Rouge, La",3/24/18,Spring Hill College,Taylor,Hurst,557,4,1,"22-24, 22-20, 18-16"
DI,1291,"Baton Rouge, La",3/24/18,Tulane,Lauren,Orlich,964,4,0,"22-24, 22-20, 18-16"
DI,1291,"Baton Rouge, La",3/24/18,Tulane,Gabriella,Becerra,966,4,0,"22-24, 22-20, 18-16"
DII,1291,"Baton Rouge, La",3/24/18,Spring Hill College,Emily,Sullivan,1344,5,0,"21-18, 23-21"
DII,1291,"Baton Rouge, La",3/24/18,Spring Hill College,Emmarose,Neibert,1341,5,0,"21-18, 23-21"
DI,1291,"Baton Rouge, La",3/24/18,Tulane,Morgan,Esters,962,5,1,"21-18, 23-21"
DI,1291,"Baton Rouge, La",3/24/18,Tulane,Christina ,Mcafee,42,5,1,"21-18, 23-21"
DI,1292,"Baton Rouge, La",3/24/18,Stetson,Sammee,Thomas,945,1,0,"21-19, 15-21, 15-11"
DI,1292,"Baton Rouge, La",3/24/18,Stetson,Darby,Dunn,403,1,0,"21-19, 15-21, 15-11"
DI,1292,"Baton Rouge, La",3/24/18,Tulane,Madeline,Mertz,35,1,1,"21-19, 15-21, 15-11"
DI,1292,"Baton Rouge, La",3/24/18,Tulane,Kaylie,Mchugh,33,1,1,"21-19, 15-21, 15-11"
DI,1292,"Baton Rouge, La",3/24/18,Stetson,Carly,Perales,401,2,1,"21-19, 15-21, 15-11"
DI,1292,"Baton Rouge, La",3/24/18,Stetson,Sunniva,Helland-Hansen,402,2,1,"21-19, 15-21, 15-11"
DI,1292,"Baton Rouge, La",3/24/18,Tulane,Tarin,Mergener,34,2,0,"21-19, 15-21, 15-11"
DI,1292,"Baton Rouge, La",3/24/18,Tulane,Lan,Nguyen,37,2,0,"21-19, 15-21, 15-11"
DI,1292,"Baton Rouge, La",3/24/18,Stetson,Rachel,Noble,778,3,1,"21-16, 21-18"
DI,1292,"Baton Rouge, La",3/24/18,Stetson,Samantha,Harris,404,3,1,"21-16, 21-18"
DI,1292,"Baton Rouge, La",3/24/18,Tulane,Lauren,Orlich,964,3,0,"21-16, 21-18"
DI,1292,"Baton Rouge, La",3/24/18,Tulane,Anna,Chin,41,3,0,"21-16, 21-18"
DI,1292,"Baton Rouge, La",3/24/18,Stetson,Lexi ,Ham,944,4,0,"17-21, 21-11, 15-12"
DI,1292,"Baton Rouge, La",3/24/18,Stetson,Julie,Varga,793,4,0,"17-21, 21-11, 15-12"
DI,1292,"Baton Rouge, La",3/24/18,Tulane,Addison,Hermstad,960,4,1,"17-21, 21-11, 15-12"
DI,1292,"Baton Rouge, La",3/24/18,Tulane,Ashley,Delgado,965,4,1,"17-21, 21-11, 15-12"
DI,1292,"Baton Rouge, La",3/24/18,Stetson,Alexa,Richardson,892,5,1,"21-15, 21-15"
DI,1292,"Baton Rouge, La",3/24/18,Stetson,Katinka,Krahn,946,5,1,"21-15, 21-15"
DI,1292,"Baton Rouge, La",3/24/18,Tulane,Morgan,Esters,962,5,0,"21-15, 21-15"
DI,1292,"Baton Rouge, La",3/24/18,Tulane,Christina ,Mcafee,42,5,0,"21-15, 21-15"
DI,1293,"Baton Rouge, La",3/24/18,FAU,Amanda,Silva,1043,1,0,"21-8, 21-14"
DI,1293,"Baton Rouge, La",3/24/18,FAU,Carly,Scarborough,797,1,0,"21-8, 21-14"
DI,1293,"Baton Rouge, La",3/24/18,LSU,Claire,Coppola,103,1,1,"21-8, 21-14"
DI,1293,"Baton Rouge, La",3/24/18,LSU,Kristen,Nuss,102,1,1,"21-8, 21-14"
DI,1293,"Baton Rouge, La",3/24/18,FAU,Gabrielle,Dischler,297,2,0,"21-19, 21-18"
DI,1293,"Baton Rouge, La",3/24/18,FAU,Jessalyn,Kinlaw,299,2,0,"21-19, 21-18"
DI,1293,"Baton Rouge, La",3/24/18,LSU,Olivia,Powers,104,2,1,"21-19, 21-18"
DI,1293,"Baton Rouge, La",3/24/18,LSU,Hunter,Domanski,932,2,1,"21-19, 21-18"
DI,1293,"Baton Rouge, La",3/24/18,FAU,Mackenzie,Morris,1044,3,1,"21-18, 21-19"
DI,1293,"Baton Rouge, La",3/24/18,FAU,Erica,Brok,1040,3,1,"21-18, 21-19"
DI,1293,"Baton Rouge, La",3/24/18,LSU,Haleigh,Nelson,936,3,0,"21-18, 21-19"
DI,1293,"Baton Rouge, La",3/24/18,LSU,Ashley,Allmer,882,3,0,"21-18, 21-19"
DI,1293,"Baton Rouge, La",3/24/18,FAU,Kaila,Dorish,1046,4,0,"21-18, 21-17"
DI,1293,"Baton Rouge, La",3/24/18,FAU,Nicole,Navarro,304,4,0,"21-18, 21-17"
DI,1293,"Baton Rouge, La",3/24/18,LSU,Megan,Davenport,108,4,1,"21-18, 21-17"
DI,1293,"Baton Rouge, La",3/24/18,LSU,Emmy,Allen,100,4,1,"21-18, 21-17"
DI,1293,"Baton Rouge, La",3/24/18,FAU,Brittany,Pellitteri,298,5,0,"21-13, 21-14"
DI,1293,"Baton Rouge, La",3/24/18,FAU,Julia,Lewkowicz,301,5,0,"21-13, 21-14"
DI,1293,"Baton Rouge, La",3/24/18,LSU,Maddie,Ligon,107,5,1,"21-13, 21-14"
DI,1293,"Baton Rouge, La",3/24/18,LSU,Riley,Young,112,5,1,"21-13, 21-14"
DI,1294,"Baton Rouge, La",3/24/18,LSU,Claire,Coppola,103,1,1,"21-15, 21-9"
DI,1294,"Baton Rouge, La",3/24/18,LSU,Kristen,Nuss,102,1,1,"21-15, 21-9"
DI,1294,"Baton Rouge, La",3/24/18,New Orleans,Cara,Sander,529,1,0,"21-15, 21-9"
DI,1294,"Baton Rouge, La",3/24/18,New Orleans,Veronica,Corcoran,522,1,0,"21-15, 21-9"
DI,1294,"Baton Rouge, La",3/24/18,LSU,Haleigh,Nelson,936,2,0,"34-32, 17-21, 15-12"
DI,1294,"Baton Rouge, La",3/24/18,LSU,Emmy,Allen,100,2,0,"34-32, 17-21, 15-12"
DI,1294,"Baton Rouge, La",3/24/18,New Orleans,Victoria,Corcoran,526,2,1,"34-32, 17-21, 15-12"
DI,1294,"Baton Rouge, La",3/24/18,New Orleans,Rachel,Kuhn,530,2,1,"34-32, 17-21, 15-12"
DI,1294,"Baton Rouge, La",3/24/18,LSU,Olivia,Powers,104,3,1,"21-11, 21-9"
DI,1294,"Baton Rouge, La",3/24/18,LSU,Taylor,Bradley,110,3,1,"21-11, 21-9"
DI,1294,"Baton Rouge, La",3/24/18,New Orleans,Madison,Miller,851,3,0,"21-11, 21-9"
DI,1294,"Baton Rouge, La",3/24/18,New Orleans,Brianna,Vega,532,3,0,"21-11, 21-9"
DI,1294,"Baton Rouge, La",3/24/18,LSU,Emily,Hardesty,937,4,1,"16-21, 21-15, 15-10"
DI,1294,"Baton Rouge, La",3/24/18,LSU,Tatum,Ballard,933,4,1,"16-21, 21-15, 15-10"
DI,1294,"Baton Rouge, La",3/24/18,New Orleans,Kaitlyn,Grice,1991,4,0,"16-21, 21-15, 15-10"
DI,1294,"Baton Rouge, La",3/24/18,New Orleans,Jordan,Schumacher,1640,4,0,"16-21, 21-15, 15-10"
DI,1294,"Baton Rouge, La",3/24/18,LSU,Lilly,Kessler,101,5,1,"21-8, 21-12"
DI,1294,"Baton Rouge, La",3/24/18,LSU,Kahlee,York,931,5,1,"21-8, 21-12"
DI,1294,"Baton Rouge, La",3/24/18,New Orleans,Blessings,Dunn,2002,5,0,"21-8, 21-12"
DI,1294,"Baton Rouge, La",3/24/18,New Orleans,Rhyan ,Rand,2003,5,0,"21-8, 21-12"
DI,1295,"Bakersfield, Ca",3/24/18,Cal State Bakersfield,Sydney,Haynes,1969,1,0,"21-9, 21-14"
DI,1295,"Bakersfield, Ca",3/24/18,Cal State Bakersfield,Emily,Hansen,1449,1,0,"21-9, 21-14"
